# Codage des entrees de dictionnaire (organismes, antibiotiques, levures).
# Cle: category + dict_entry. status: proposed|validated.
# Codes SNOMED CT prerremplis (status=proposed) -> A VALIDER par un biologiste
# avant de passer status a validated. Un code vide = non code (a completer).
category;dict_entry;loinc;snomed;status
Bacteria;Parabacteroides Spp;;;proposed
Bacteria;Paracoccus Sp;;;proposed
Bacteria;Paracoccus Yeei;;;proposed
Bacteria;Parvimonas Micra;;;proposed
Bacteria;Parvimonas Sp;;;proposed
Bacteria;Pasteurella Aerogenes;;;proposed
Bacteria;Pasteurella Anatis;;;proposed
Bacteria;Pasteurella Avium;;;proposed
Bacteria;Pasteurella Bettyae;;;proposed
Bacteria;Pasteurella Canis;;;proposed
Bacteria;Pasteurella Dagmatis;;;proposed
Bacteria;Pasteurella Gallicida;;;proposed
Bacteria;Pasteurella Gallinarum;;;proposed
Bacteria;Pasteurella Haemolytica;;;proposed
Bacteria;Pasteurella Langaaensis;;;proposed
Bacteria;Pasteurella Lymphangitidis;;;proposed
Bacteria;Pasteurella Mairii;;;proposed
Bacteria;Pasteurella Multocida;;6961002;proposed
Bacteria;Pasteurella Multocida Ss Gallicida;;;proposed
Bacteria;Pasteurella Multocida Ss Multocida;;;proposed
Bacteria;Pasteurella Multocida Ss Septica;;;proposed
Bacteria;Pasteurella Pneumotropica;;;proposed
Bacteria;Pasteurella Sp;;;proposed
Bacteria;Pasteurella Stomatis;;;proposed
Bacteria;Pasteurella Testudinis;;;proposed
Bacteria;Pasteurella Trehalosi;;;proposed
Bacteria;Pasteurella Ureae;;;proposed
Bacteria;Pasteurella Volantium;;;proposed
Bacteria;Pectinatus Sp;;;proposed
Bacteria;Pectobacterium Carotovorum Carotovorum;;;proposed
Bacteria;Pectobacterium Sp;;;proposed
Bacteria;Pediococcus Acidilactici;;;proposed
Bacteria;Pediococcus Damnosus;;;proposed
Bacteria;Pediococcus Dextrinicus;;;proposed
Bacteria;Pediococcus Lolii;;;proposed
Bacteria;Pediococcus Parvulus;;;proposed
Bacteria;Pediococcus Pentosaceus;;;proposed
Bacteria;Pediococcus Sp;;;proposed
Bacteria;Pelobacter Sp;;;proposed
Bacteria;Peptococcus Magnus;;;proposed
Bacteria;Peptococcus Niger;;;proposed
Bacteria;Peptococcus Saccharolyticus;;;proposed
Bacteria;Peptococcus Sp;;;proposed
Bacteria;Peptoniphilus Asaccharolyticus;;;proposed
Bacteria;Peptoniphilus Indolicus;;;proposed
Bacteria;Peptoniphilus Lacrimalis;;;proposed
Bacteria;Peptostreptococcus Anaerobius;;;proposed
Bacteria;Peptostreptococcus Asaccharolyticus;;;proposed
Bacteria;Peptostreptococcus Hydrogenalis;;;proposed
Bacteria;Peptostreptococcus Indolicus;;;proposed
Bacteria;Peptostreptococcus Lacrimalis;;;proposed
Bacteria;Peptostreptococcus Lactolyticus;;;proposed
Bacteria;Peptostreptococcus Magnus;;;proposed
Bacteria;Peptostreptococcus Micros;;;proposed
Bacteria;Peptostreptococcus Prevotii;;;proposed
Bacteria;Peptostreptococcus Productus;;;proposed
Bacteria;Peptostreptococcus Sp;;;proposed
Bacteria;Peptostreptococcus Tetradius;;;proposed
Bacteria;Peptostreptococcus Vaginalis;;;proposed
Bacteria;Photobacterium Damselae;;;proposed
Bacteria;Photobacterium Damselae Ss Damselae;;;proposed
Bacteria;Photobacterium Damselae Ss Piscicida;;;proposed
Bacteria;Photobacterium Sp;;;proposed
Bacteria;Piscirickettsia Salmonis;;;proposed
Bacteria;Piscirickettsia Sp;;;proposed
Bacteria;Planococcus Sp;;;proposed
Bacteria;Plesiomonas Shigelloides;;58921000;proposed
Bacteria;Plesiomonas Sp;;;proposed
Bacteria;Porphyromonas Asaccharolytica;;;proposed
Bacteria;Porphyromonas Catoniae;;;proposed
Bacteria;Porphyromonas Endodontalis;;;proposed
Bacteria;Porphyromonas Gingivalis;;;proposed
Bacteria;Porphyromonas Gingivicanis;;;proposed
Bacteria;Porphyromonas Levii;;;proposed
Bacteria;Porphyromonas Macacae;;;proposed
Bacteria;Porphyromonas Salivosa;;;proposed
Bacteria;Porphyromonas Sp;;;proposed
Bacteria;Prevotella Bivia;;;proposed
Bacteria;Prevotella Brevis;;;proposed
Bacteria;Prevotella Buccae;;;proposed
Bacteria;Prevotella Buccalis;;;proposed
Bacteria;Prevotella Corporis;;;proposed
Bacteria;Prevotella Dentalis;;;proposed
Bacteria;Prevotella Denticola;;;proposed
Bacteria;Prevotella Disiens;;;proposed
Bacteria;Prevotella Enoeca;;;proposed
Bacteria;Prevotella Heparinolytica;;;proposed
Bacteria;Prevotella Intermedia;;;proposed
Bacteria;Prevotella Loescheii;;;proposed
Bacteria;Prevotella Melaninogenica;;;proposed
Bacteria;Prevotella Nigrescens;;;proposed
Bacteria;Prevotella Oralis;;;proposed
Bacteria;Prevotella Oris;;;proposed
Bacteria;Prevotella Oulorum;;;proposed
Bacteria;Prevotella Ruminicola;;;proposed
Bacteria;Prevotella Ruminicola Ss Brevis;;;proposed
Bacteria;Prevotella Sp;;;proposed
Bacteria;Prevotella Tannerae;;;proposed
Bacteria;Prevotella Veroralis;;;proposed
Bacteria;Prevotella Zoogleoformans;;;proposed
Bacteria;Propionibacterium Acnes;;;proposed
Bacteria;Propionibacterium Avidum;;;proposed
Bacteria;Propionibacterium Freudenreichii;;;proposed
Bacteria;Propionibacterium Granulosum;;;proposed
Bacteria;Propionibacterium Jensenii;;;proposed
Bacteria;Propionibacterium Lymphophilum;;;proposed
Bacteria;Propionibacterium Propionicum;;;proposed
Bacteria;Propionibacterium Sp;;;proposed
Bacteria;Propionibacterium Thoenii;;;proposed
Bacteria;Propionigenium Sp;;;proposed
Bacteria;Propionimicrobium Lymphophilum;;;proposed
Bacteria;Proteus mirabilis;;30878000;proposed
Bacteria;Providencia Alcalifaciens;;;proposed
Bacteria;Providencia Heimbachae;;;proposed
Bacteria;Providencia Rettgeri;;;proposed
Bacteria;Providencia Rustigianii;;;proposed
Bacteria;Providencia Sp;;;proposed
Bacteria;Providencia Stuartii;;;proposed
Bacteria;Pseudoflavonifractor Capillosus;;;proposed
Bacteria;Pseudomonas Acidovorans;;;proposed
Bacteria;Pseudomonas aeruginosa;;52499004;proposed
Bacteria;Pseudomonas Aeruginosa;;52499004;proposed
Bacteria;Pseudomonas Alcaligenes;;;proposed
Bacteria;Pseudomonas Anguilliseptica;;;proposed
Bacteria;Pseudomonas Delafieldii;;;proposed
Bacteria;Pseudomonas Diminuta;;;proposed
Bacteria;Pseudomonas Facilis;;;proposed
Bacteria;Pseudomonas Fluorescens;;62649008;proposed
Bacteria;Pseudomonas Gessardii;;;proposed
Bacteria;Pseudomonas Gladioli;;;proposed
Bacteria;Pseudomonas Indigofera;;;proposed
Bacteria;Pseudomonas Luteola;;;proposed
Bacteria;Pseudomonas Mallei;;55402005;proposed
Bacteria;Pseudomonas Mendocina;;;proposed
Bacteria;Pseudomonas Oryzihabitans;;;proposed
Bacteria;Pseudomonas Otitidis;;;proposed
Bacteria;Pseudomonas Paucimobilis;;;proposed
Bacteria;Pseudomonas Pertucinogena;;;proposed
Bacteria;Pseudomonas Pickettii;;;proposed
Bacteria;Pseudomonas Pseudoalcaligenes;;;proposed
Bacteria;Pseudomonas Pseudomallei;;35729003;proposed
Bacteria;Pseudomonas Putida;;36864001;proposed
Bacteria;Pseudomonas Sp;;;proposed
Bacteria;Pseudomonas Stutzeri;;57887003;proposed
Bacteria;Pseudomonas Testosteroni;;;proposed
Bacteria;Pseudomonas Viridiflava;;;proposed
Bacteria;Pseudopropionibacterium Propionicum;;;proposed
Bacteria;Pseudopropionibacterium Sp;;;proposed
Bacteria;Pseudoramibacter Alactolyticus;;;proposed
Bacteria;Psychrobacter Immobilis;;;proposed
Bacteria;Psychrobacter Phenylpyruvicus;;;proposed
Bacteria;Psychrobacter Sp;;;proposed
Bacteria;Rahnella Aquatilis;;;proposed
Bacteria;Rahnella Sp;;;proposed
Bacteria;Ralstonia Paucula;;;proposed
Bacteria;Ralstonia Pickettii;;;proposed
Bacteria;Ralstonia Sp;;;proposed
Bacteria;Raoultella Ornithinolytica;;;proposed
Bacteria;Raoultella Planticola;;;proposed
Bacteria;Raoultella Terrigena;;;proposed
Bacteria;Renibacterium Sp;;;proposed
Bacteria;Rhizobium Radiobacter;;;proposed
Bacteria;Rhizobium Sp;;;proposed
Bacteria;Rhodococcus Equi;;;proposed
Bacteria;Rhodococcus Rhodochrous;;;proposed
Bacteria;Rhodococcus Sp;;;proposed
Bacteria;Rickettsia Akari;;;proposed
Bacteria;Rickettsia Conorii;;;proposed
Bacteria;Rickettsia Japonica;;;proposed
Bacteria;Rickettsia Prowazekii;;;proposed
Bacteria;Rickettsia Rickettsii;;;proposed
Bacteria;Rickettsia Sp;;;proposed
Bacteria;Rickettsia Tsutsugamushi;;;proposed
Bacteria;Riemerella Anatipestifer;;;proposed
Bacteria;Riemerella Sp;;;proposed
Bacteria;Rikenella Sp;;;proposed
Bacteria;Rochalimaea Elizabethae;;;proposed
Bacteria;Rochalimaea Henselae;;;proposed
Bacteria;Rochalimaea Quintana;;;proposed
Bacteria;Rochalimaea Sp;;;proposed
Bacteria;Roseomonas Cervicalis;;;proposed
Bacteria;Roseomonas Fauriae;;;proposed
Bacteria;Roseomonas Gilardii;;;proposed
Bacteria;Roseomonas Sp;;;proposed
Bacteria;Rothia Dentocariosa;;;proposed
Bacteria;Rothia Mucilaginosa;;;proposed
Bacteria;Ruminobacter Sp;;;proposed
Bacteria;Ruminococcus Hansenii;;;proposed
Bacteria;Ruminococcus Productus;;;proposed
Bacteria;Ruminococcus Sp;;;proposed
Bacteria;Saccharomonospora Rectivirgula;;;proposed
Bacteria;Saccharopolyspora Sp;;;proposed
Bacteria;Salmonella Bongori;;;proposed
Bacteria;Salmonella Enterica Ss Arizonae Subgroup Iiia;;;proposed
Bacteria;Salmonella Enterica Ss Diarizonae Subgroup Iiib;;;proposed
Bacteria;Salmonella Enterica Ss Enterica Subgroup I;;;proposed
Bacteria;Salmonella Enterica Ss Houtenae Subgroup Iv;;;proposed
Bacteria;Salmonella Enterica Ss Indica Subgroup Vi;;;proposed
Bacteria;Salmonella Enterica Ss Salamae Subgroup Ii;;;proposed
Bacteria;Salmonella Group51 O51;;;proposed
Bacteria;Salmonella Group52 O52;;;proposed
Bacteria;Salmonella Group53 O53;;;proposed
Bacteria;Salmonella Group54 O54;;;proposed
Bacteria;Salmonella Group55 O55;;;proposed
Bacteria;Salmonella Group56 O56;;;proposed
Bacteria;Salmonella Group57 O57;;;proposed
Bacteria;Salmonella Group58 O58;;;proposed
Bacteria;Salmonella Group59 O59;;;proposed
Bacteria;Salmonella Group60 O60;;;proposed
Bacteria;Salmonella Group61 O61;;;proposed
Bacteria;Salmonella Group62 O62;;;proposed
Bacteria;Salmonella Group63 O63;;;proposed
Bacteria;Salmonella Group64 O64;;;proposed
Bacteria;Salmonella Group65 O65;;;proposed
Bacteria;Salmonella Group66 O66;;;proposed
Bacteria;Salmonella Group67 O67;;;proposed
Bacteria;Salmonella Group AO2;;;proposed
Bacteria;Salmonella Group BO4;;;proposed
Bacteria;Salmonella Group C1 O7;;;proposed
Bacteria;Salmonella Group C2 O68;;;proposed
Bacteria;Salmonella Group C3 O8;;;proposed
Bacteria;Salmonella Group C4 O714;;;proposed
Bacteria;Salmonella Group CC1 C4 C2 C3;;;proposed
Bacteria;Salmonella Group D1 O9;;;proposed
Bacteria;Salmonella Group D2 O946;;;proposed
Bacteria;Salmonella Group D3 O94627;;;proposed
Bacteria;Salmonella Group DD1 D2 D3;;;proposed
Bacteria;Salmonella Group E1 O310;;;proposed
Bacteria;Salmonella Group E2 O315;;;proposed
Bacteria;Salmonella Group E3 O31514;;;proposed
Bacteria;Salmonella Group E4 O1319;;;proposed
Bacteria;Salmonella Group EE1 E2 E3;;;proposed
Bacteria;Salmonella Group FO11;;;proposed
Bacteria;Salmonella Group G1 O1322;;;proposed
Bacteria;Salmonella Group G2 O1323;;;proposed
Bacteria;Salmonella Group GO13 G1 G2;;;proposed
Bacteria;Salmonella Group HO614;;;proposed
Bacteria;Salmonella Group IO16;;;proposed
Bacteria;Salmonella Group JO17;;;proposed
Bacteria;Salmonella Group KO18;;;proposed
Bacteria;Salmonella Group LO21;;;proposed
Bacteria;Salmonella Group MO28;;;proposed
Bacteria;Salmonella Group NO30;;;proposed
Bacteria;Salmonella Group OO35;;;proposed
Bacteria;Salmonella Group PO38;;;proposed
Bacteria;Salmonella Group QO39;;;proposed
Bacteria;Salmonella Group RO40;;;proposed
Bacteria;Salmonella Group SO41;;;proposed
Bacteria;Salmonella Group TO42;;;proposed
Bacteria;Salmonella Group UO43;;;proposed
Bacteria;Salmonella Group VO44;;;proposed
Bacteria;Salmonella Group WO45;;;proposed
Bacteria;Salmonella Group XO47;;;proposed
Bacteria;Salmonella Group YO48;;;proposed
Bacteria;Salmonella Group ZO50;;;proposed
Bacteria;Salmonella Hadar;;;proposed
Bacteria;Salmonella Heidelberg;;;proposed
Bacteria;Salmonella Hirschfeldii SParatyphi C;;;proposed
Bacteria;Salmonella Indiana;;;proposed
Bacteria;Salmonella Infantis;;;proposed
Bacteria;Salmonella Isangi;;;proposed
Bacteria;Salmonella Java Salmonella Paratyphi B;;;proposed
Bacteria;Salmonella Javiana;;;proposed
Bacteria;Salmonella Kaapstad;;;proposed
Bacteria;Salmonella Kedougou;;;proposed
Bacteria;Salmonella Kentucky;;;proposed
Bacteria;Salmonella Kottbus;;;proposed
Bacteria;Salmonella Krefeld;;;proposed
Bacteria;Salmonella Larochelle;;;proposed
Bacteria;Salmonella Lexington;;;proposed
Bacteria;Salmonella Litchfield;;;proposed
Bacteria;Salmonella Livingstone;;;proposed
Bacteria;Salmonella Lomita;;;proposed
Bacteria;Salmonella London;;;proposed
Bacteria;Salmonella Manhattan;;;proposed
Bacteria;Salmonella Mbandaka;;;proposed
Bacteria;Salmonella Montevideo;;;proposed
Bacteria;Salmonella Muenchen;;;proposed
Bacteria;Salmonella Muenster;;;proposed
Bacteria;Salmonella Narashino;;;proposed
Bacteria;Salmonella Newport;;;proposed
Bacteria;Salmonella Ohio;;;proposed
Bacteria;Salmonella Oranienburg;;;proposed
Bacteria;Salmonella Orion;;;proposed
Bacteria;Salmonella Ouakam;;;proposed
Bacteria;Salmonella Panama;;;proposed
Bacteria;Salmonella Paratyphi;;;proposed
Bacteria;Salmonella Paratyphi A;;397509006;proposed
Bacteria;Salmonella Paratyphi B;;397510001;proposed
Bacteria;Salmonella Paratyphi BVar Java;;;proposed
Bacteria;Salmonella Paratyphi C;;397511002;proposed
Bacteria;Salmonella Poona;;;proposed
Bacteria;Salmonella Potsdam;;;proposed
Bacteria;Salmonella Reading;;;proposed
Bacteria;Salmonella Rissen;;;proposed
Bacteria;Salmonella Saintpaul;;;proposed
Bacteria;Salmonella Sandiego;;;proposed
Bacteria;Salmonella Schottmuelleri SParatyphi B;;;proposed
Bacteria;Salmonella Schwarzengrund;;;proposed
Bacteria;Salmonella Senftenberg;;;proposed
Bacteria;Salmonella Sp;;;proposed
Bacteria;Salmonella Sp Nontypable;;;proposed
Bacteria;Salmonella Sp Non Typhi;;;proposed
Bacteria;Salmonella sp., non-Typhi/non-Paratyphi;;;proposed
Bacteria;Salmonella Sp Non Typhoidal;;;proposed
Bacteria;Salmonella spp.;;;proposed
Bacteria;Salmonella Sp Rough;;;proposed
Bacteria;Salmonella Sp Typhoidal;;;proposed
Bacteria;Salmonella Sp Unnamed;;;proposed
Bacteria;Salmonella Stanley;;;proposed
Bacteria;Salmonella Subterranea;;;proposed
Bacteria;Salmonella Tennessee;;;proposed
Bacteria;Salmonella Typhi;;80428001;proposed
Bacteria;Salmonella Typhimurium;;48023004;proposed
Bacteria;Salmonella Typhimurium Dt104;;;proposed
Bacteria;Salmonella Typhimurium Var Copenhagen;;;proposed
Bacteria;Salmonella Typhisuis;;;proposed
Bacteria;Salmonella Virchow;;;proposed
Bacteria;Salmonella Virginia;;;proposed
Bacteria;Salmonella Wandsworth;;;proposed
Bacteria;Salmonella Weltevreden;;;proposed
Bacteria;Salmonella Weybridge;;;proposed
Bacteria;Salmonella Worthington;;;proposed
Bacteria;Sarcina Sp;;;proposed
Bacteria;Sarcina Ventriculi;;;proposed
Bacteria;Sebaldella Sp;;;proposed
Bacteria;Selenomonas Artemidis;;;proposed
Bacteria;Selenomonas Dianae;;;proposed
Bacteria;Selenomonas Flueggei;;;proposed
Bacteria;Selenomonas Infelix;;;proposed
Bacteria;Selenomonas Noxia;;;proposed
Bacteria;Selenomonas Sp;;;proposed
Bacteria;Selenomonas Sputigena;;;proposed
Bacteria;Serpulina Sp;;;proposed
Bacteria;Serratia Entomophila;;;proposed
Bacteria;Serratia Ficaria;;;proposed
Bacteria;Serratia Fonticola;;;proposed
Bacteria;Serratia Grimesii;;;proposed
Bacteria;Serratia Liquefaciens;;;proposed
Bacteria;Serratia Marcescens;;52341009;proposed
Bacteria;Serratia Odorifera;;;proposed
Bacteria;Serratia Plymuthica;;;proposed
Bacteria;Serratia Proteamaculans;;;proposed
Bacteria;Serratia Proteamaculans Ss Proteamaculans;;;proposed
Bacteria;Serratia Proteamaculans Ss Quinovora;;;proposed
Bacteria;Serratia Quinivorans;;;proposed
Bacteria;Serratia Rubidaea;;;proposed
Bacteria;Serratia Sp;;;proposed
Bacteria;Shewanella Algae;;;proposed
Bacteria;Shewanella Benthica;;;proposed
Bacteria;Shewanella Hanedai;;;proposed
Bacteria;Shewanella Putrefaciens;;;proposed
Bacteria;Shewanella Sp;;;proposed
Bacteria;Shigella Boydii;;25233007;proposed
Bacteria;Shigella Boydii Nontypable;;;proposed
Bacteria;Shigella Boydii Serotype1;;;proposed
Bacteria;Shigella Boydii Serotype10;;;proposed
Bacteria;Shigella Boydii Serotype11;;;proposed
Bacteria;Shigella Boydii Serotype12;;;proposed
Bacteria;Shigella Boydii Serotype13;;;proposed
Bacteria;Shigella Boydii Serotype14;;;proposed
Bacteria;Shigella Boydii Serotype15;;;proposed
Bacteria;Shigella Boydii Serotype16;;;proposed
Bacteria;Shigella Boydii Serotype17;;;proposed
Bacteria;Shigella Boydii Serotype18;;;proposed
Bacteria;Shigella Boydii Serotype2;;;proposed
Bacteria;Shigella Boydii Serotype3;;;proposed
Bacteria;Shigella Boydii Serotype4;;;proposed
Bacteria;Shigella Boydii Serotype5;;;proposed
Bacteria;Shigella Boydii Serotype6;;;proposed
Bacteria;Shigella Boydii Serotype7;;;proposed
Bacteria;Shigella Boydii Serotype8;;;proposed
Bacteria;Shigella Boydii Serotype9;;;proposed
Bacteria;Shigella Dysenteriae;;55131002;proposed
Bacteria;Shigella Dysenteriae Nontypable;;;proposed
Bacteria;Shigella Dysenteriae Not Type1;;;proposed
Bacteria;Shigella Dysenteriae Serotype1;;;proposed
Bacteria;Shigella Dysenteriae Serotype10;;;proposed
Bacteria;Shigella Dysenteriae Serotype11;;;proposed
Bacteria;Shigella Dysenteriae Serotype12;;;proposed
Bacteria;Shigella Dysenteriae Serotype13;;;proposed
Bacteria;Shigella Dysenteriae Serotype14;;;proposed
Bacteria;Shigella Dysenteriae Serotype15;;;proposed
Bacteria;Shigella Dysenteriae Serotype2;;;proposed
Bacteria;Shigella Dysenteriae Serotype3;;;proposed
Bacteria;Shigella Dysenteriae Serotype4;;;proposed
Bacteria;Shigella Dysenteriae Serotype5;;;proposed
Bacteria;Shigella Dysenteriae Serotype6;;;proposed
Bacteria;Shigella Dysenteriae Serotype7;;;proposed
Bacteria;Shigella Dysenteriae Serotype8;;;proposed
Bacteria;Shigella Dysenteriae Serotype9;;;proposed
Bacteria;Shigella Dysenteriae Type1;;;proposed
Bacteria;Shigella Flexneri;;21927006;proposed
Bacteria;Shigella Flexneri Nontypable;;;proposed
Bacteria;Shigella Flexneri Serogroup Aa479;;;proposed
Bacteria;Shigella Flexneri Serotype1;;;proposed
Bacteria;Shigella Flexneri Serotype1a;;;proposed
Bacteria;Shigella Flexneri Serotype1b;;;proposed
Bacteria;Shigella Flexneri Serotype2;;;proposed
Bacteria;Shigella Flexneri Serotype2a;;;proposed
Bacteria;Shigella Flexneri Serotype2b;;;proposed
Bacteria;Shigella Flexneri Serotype3;;;proposed
Bacteria;Shigella Flexneri Serotype3a;;;proposed
Bacteria;Shigella Flexneri Serotype3b;;;proposed
Bacteria;Shigella Flexneri Serotype4;;;proposed
Bacteria;Shigella Flexneri Serotype4a;;;proposed
Bacteria;Shigella Flexneri Serotype4b;;;proposed
Bacteria;Shigella Flexneri Serotype4c;;;proposed
Bacteria;Shigella Flexneri Serotype5;;;proposed
Bacteria;Shigella Flexneri Serotype5a;;;proposed
Bacteria;Shigella Flexneri Serotype5b;;;proposed
Bacteria;Shigella Flexneri Serotype6;;;proposed
Bacteria;Shigella Flexneri Variant X;;;proposed
Bacteria;Shigella Flexneri Variant Y;;;proposed
Bacteria;Shigella Sonnei;;46999007;proposed
Bacteria;Shigella Sp;;;proposed
Bacteria;Shigella spp.;;;proposed
Bacteria;Shimwellia Blattae;;;proposed
Bacteria;Simonsiella Sp;;;proposed
Bacteria;Solobacterium Moorei;;;proposed
Bacteria;Solobacterium Sp;;;proposed
Bacteria;Sphingobacterium Mizutaii;;;proposed
Bacteria;Sphingobacterium Multivorum;;;proposed
Bacteria;Sphingobacterium Sp;;;proposed
Bacteria;Sphingobacterium Spiritivorum;;;proposed
Bacteria;Sphingomonas Paucimobilis;;;proposed
Bacteria;Staphylococcus Argenteus;;;proposed
Bacteria;Staphylococcus aureus;;3092008;proposed
Bacteria;Staphylococcus Aureus;;3092008;proposed
Bacteria;Staphylococcus Capitis;;58725008;proposed
Bacteria;Staphylococcus Capitis Ss Capitis;;;proposed
Bacteria;Staphylococcus Capitis Ss Ureolyticus;;;proposed
Bacteria;Staphylococcus Epidermidis;;60875001;proposed
Bacteria;Staphylococcus Haemolyticus;;58150001;proposed
Bacteria;Staphylococcus Hominis;;56794008;proposed
Bacteria;Staphylococcus Lugdunensis;;115329001;proposed
Bacteria;Staphylococcus Pasteuri;;;proposed
Bacteria;Staphylococcus Pettenkoferi;;;proposed
Bacteria;Staphylococcus Saprophyticus;;40886007;proposed
Bacteria;Staphylococcus Simulans;;122929005;proposed
Bacteria;Staphylococcus Warneri;;90387002;proposed
Bacteria;Staphylococcus Xylosus;;;proposed
Bacteria;Stenotrophomonas Maltophilia;;40428004;proposed
Bacteria;Streptobacillus Moniliformis;;;proposed
Bacteria;Streptococcus Acidominimus;;;proposed
Bacteria;Streptococcus Adjacens;;;proposed
Bacteria;Streptococcus agalactiae;;43492007;proposed
Bacteria;Streptococcus Agalactiae;;43492007;proposed
Bacteria;Streptococcus Alactolyticus;;;proposed
Bacteria;Streptococcus Anginosus;;39411000;proposed
Bacteria;Streptococcus Bovis;;41404009;proposed
Bacteria;Streptococcus Canis;;87172008;proposed
Bacteria;Streptococcus Capitis Urealyticus;;;proposed
Bacteria;Streptococcus Caprae;;;proposed
Bacteria;Streptococcus Caseolyticus;;;proposed
Bacteria;Streptococcus Chromogenes;;;proposed
Bacteria;Streptococcus Cohnii;;;proposed
Bacteria;Streptococcus Cohnii Ss Cohnii;;;proposed
Bacteria;Streptococcus Cohnii Ss Urealyticus;;;proposed
Bacteria;Streptococcus Constellatus;;54382005;proposed
Bacteria;Streptococcus Cremoris;;;proposed
Bacteria;Streptococcus Delphini;;;proposed
Bacteria;Streptococcus Dysgalactiae;;55893007;proposed
Bacteria;Streptococcus Dysgalactiae Ss Equi;;;proposed
Bacteria;Streptococcus Dysgalactiae Ss Equisimilis;;;proposed
Bacteria;Streptococcus Epidermidis;;;proposed
Bacteria;Streptococcus Equi;;60687006;proposed
Bacteria;Streptococcus Equinus;;;proposed
Bacteria;Streptococcus Equi Ss Equi;;;proposed
Bacteria;Streptococcus Equi Ss Zooepidemicus;;;proposed
Bacteria;Streptococcus Equorum;;;proposed
Bacteria;Streptococcus Felis;;;proposed
Bacteria;Streptococcus Ferus;;;proposed
Bacteria;Streptococcus Gallinarum;;;proposed
Bacteria;Streptococcus Gallolyticus;;;proposed
Bacteria;Streptococcus Haemolyticus;;;proposed
Bacteria;Streptococcus Hominis;;;proposed
Bacteria;Streptococcus Hominis Ss Hominis;;;proposed
Bacteria;Streptococcus Hominis Ss Ureolyticus;;;proposed
Bacteria;Streptococcus Hyicus;;;proposed
Bacteria;Streptococcus Infantarius;;;proposed
Bacteria;Streptococcus Intermedius;;31703003;proposed
Bacteria;Streptococcus Lutetiensis;;;proposed
Bacteria;Streptococcus Mitis;;74474003;proposed
Bacteria;Streptococcus Mucilaginosus;;;proposed
Bacteria;Streptococcus Muscae;;;proposed
Bacteria;Streptococcus Mutans;;77268007;proposed
Bacteria;Streptococcus Oralis;;;proposed
Bacteria;Streptococcus Oralis Ss Oralis;;;proposed
Bacteria;Streptococcus Parasanguinis;;;proposed
Bacteria;Streptococcus Pasteuri;;;proposed
Bacteria;Streptococcus pneumoniae;;9861002;proposed
Bacteria;Streptococcus Pneumoniae;;9861002;proposed
Bacteria;Streptococcus Pyogenes;;80166006;proposed
Bacteria;Streptococcus Salivarius;;2361000;proposed
Bacteria;Streptococcus Sanguinis;;;proposed
Bacteria;Streptococcus Sanguinis Ii;;;proposed
Bacteria;Streptococcus Sobrinus;;;proposed
Bacteria;Streptococcus Suis;;59083001;proposed
Bacteria;Streptococcus Uberis;;70154005;proposed
Bacteria;Streptococcus Vestibularis;;;proposed
Bacteria;Streptococcus Viridans;;;proposed
Bacteria;Streptococcus Zooepidemicus;;;proposed
Bacteria;Streptomyces Griseus;;;proposed
Bacteria;Streptomyces Somaliensis;;;proposed
Bacteria;Streptomyces Sp;;;proposed
Bacteria;Succinimonas Amylolytica;;;proposed
Bacteria;Succinimonas Sp;;;proposed
Bacteria;Succinivibrio Sp;;;proposed
Bacteria;Suttonella Indologenes;;;proposed
Bacteria;Suttonella Sp;;;proposed
Bacteria;Tannerella Forsythia;;;proposed
Bacteria;Tatlockia Maceachernii;;;proposed
Bacteria;Tatlockia Micdadei;;;proposed
Bacteria;Tatlockia Sp;;;proposed
Bacteria;Tatumella Ptyseos;;;proposed
Bacteria;Tatumella Sp;;;proposed
Bacteria;Taylorella Equigenitalis;;;proposed
Bacteria;Taylorella Sp;;;proposed
Bacteria;Tenacibaculum Maritimum;;;proposed
Bacteria;Tenacibaculum Sp;;;proposed
Bacteria;Tetragenococcus Solitarius;;;proposed
Bacteria;Tissierella Praeacuta;;;proposed
Bacteria;Tissierella Sp;;;proposed
Bacteria;Trabulsiella Guamensis Cdc Enteric Group90;;;proposed
Bacteria;Trabulsiella Sp;;;proposed
Bacteria;Treponema Denticola;;;proposed
Bacteria;Treponema Sp;;;proposed
Bacteria;Trueperella Bernardiae;;;proposed
Bacteria;Trueperella Pyogenes;;;proposed
Bacteria;Trueperella Sp;;;proposed
Bacteria;Tsukamurella Paurometabola;;;proposed
Bacteria;Tsukamurella Sp;;;proposed
Bacteria;Turicella Otitidis;;;proposed
Bacteria;Turicella Sp;;;proposed
Bacteria;Ureaplasma Sp;;;proposed
Bacteria;Ureaplasma Urealyticum;;47108005;proposed
Bacteria;Vagococcus Salmoninarum;;;proposed
Bacteria;Vagococcus Sp;;;proposed
Bacteria;Veillonella Parvula;;;proposed
Bacteria;Veillonella Sp;;;proposed
Bacteria;Vibrio Aestuarianus;;;proposed
Bacteria;Vibrio Alginolyticus;;40613008;proposed
Bacteria;Vibrio Anguillarum;;;proposed
Bacteria;Vibrio Carchariae;;;proposed
Bacteria;Vibrio Cholerae;;11250009;proposed
Bacteria;Vibrio Cholerae El Tor;;;proposed
Bacteria;Vibrio Cholerae Non O1 Non O139;;;proposed
Bacteria;Vibrio Cholerae O1;;;proposed
